"No.","Time","Source","Destination","Protocol","Length","Info"
"1257","9.617800805","192.168.126.128","10.136.28.34","TCP","54","58095  >  6666 [FIN] Seq=1 Win=1024 Len=0"
"1258","9.617903457","192.168.126.128","10.136.28.34","TCP","54","58095  >  5405 [FIN] Seq=1 Win=1024 Len=0"
"1259","9.618005939","192.168.126.128","10.136.28.34","TCP","54","58095  >  3325 [FIN] Seq=1 Win=1024 Len=0"
"1260","9.618108321","192.168.126.128","10.136.28.34","TCP","54","58095  >  1971 [FIN] Seq=1 Win=1024 Len=0"
"1261","9.618211264","192.168.126.128","10.136.28.34","TCP","54","58095  >  8010 [FIN] Seq=1 Win=1024 Len=0"
"1262","9.618319427","192.168.126.128","10.136.28.34","TCP","54","58095  >  1217 [FIN] Seq=1 Win=1024 Len=0"
"1263","9.618421238","192.168.126.128","10.136.28.34","TCP","54","58095  >  5959 [FIN] Seq=1 Win=1024 Len=0"
"1264","9.618526926","192.168.126.128","10.136.28.34","TCP","54","58095  >  1123 [FIN] Seq=1 Win=1024 Len=0"
"1265","9.621066855","192.168.126.128","10.136.28.34","TCP","54","58095  >  6510 [FIN] Seq=1 Win=1024 Len=0"
"1266","9.621179386","192.168.126.128","10.136.28.34","TCP","54","58095  >  20222 [FIN] Seq=1 Win=1024 Len=0"
"1267","9.621282059","192.168.126.128","10.136.28.34","TCP","54","58095  >  5907 [FIN] Seq=1 Win=1024 Len=0"
"1268","9.621383930","192.168.126.128","10.136.28.34","TCP","54","58095  >  1080 [FIN] Seq=1 Win=1024 Len=0"
"1269","9.621499556","192.168.126.128","10.136.28.34","TCP","54","58095  >  32778 [FIN] Seq=1 Win=1024 Len=0"
"1270","9.621602650","192.168.126.128","10.136.28.34","TCP","54","58095  >  9207 [FIN] Seq=1 Win=1024 Len=0"
"1271","9.621705052","192.168.126.128","10.136.28.34","TCP","54","58095  >  6667 [FIN] Seq=1 Win=1024 Len=0"
"1272","9.621807093","192.168.126.128","10.136.28.34","TCP","54","58095  >  720 [FIN] Seq=1 Win=1024 Len=0"
"1273","9.621909135","192.168.126.128","10.136.28.34","TCP","54","58095  >  15002 [FIN] Seq=1 Win=1024 Len=0"
"1274","9.622011627","192.168.126.128","10.136.28.34","TCP","54","58095  >  9485 [FIN] Seq=1 Win=1024 Len=0"
"1275","9.622113949","192.168.126.128","10.136.28.34","TCP","54","58095  >  6009 [FIN] Seq=1 Win=1024 Len=0"
"1276","9.622215880","192.168.126.128","10.136.28.34","TCP","54","58095  >  49175 [FIN] Seq=1 Win=1024 Len=0"
"1277","9.622319234","192.168.126.128","10.136.28.34","TCP","54","58095  >  51493 [FIN] Seq=1 Win=1024 Len=0"
"1278","9.622421916","192.168.126.128","10.136.28.34","TCP","54","58095  >  8002 [FIN] Seq=1 Win=1024 Len=0"
"1279","9.624938205","192.168.126.128","10.136.28.34","TCP","54","58095  >  7103 [FIN] Seq=1 Win=1024 Len=0"
"1280","9.625175169","192.168.126.128","10.136.28.34","TCP","54","58095  >  6668 [FIN] Seq=1 Win=1024 Len=0"
"1281","9.625401233","192.168.126.128","10.136.28.34","TCP","54","58095  >  30000 [FIN] Seq=1 Win=1024 Len=0"
"1282","9.625551575","192.168.126.128","10.136.28.34","TCP","54","58095  >  10024 [FIN] Seq=1 Win=1024 Len=0"
"1283","9.625654127","192.168.126.128","10.136.28.34","TCP","54","58095  >  9010 [FIN] Seq=1 Win=1024 Len=0"
"1284","9.625757181","192.168.126.128","10.136.28.34","TCP","54","58095  >  64623 [FIN] Seq=1 Win=1024 Len=0"
"1285","9.625898556","192.168.126.128","10.136.28.34","TCP","54","58095  >  7002 [FIN] Seq=1 Win=1024 Len=0"
"1286","9.626003362","192.168.126.128","10.136.28.34","TCP","54","58095  >  5631 [FIN] Seq=1 Win=1024 Len=0"
"1287","9.626106055","192.168.126.128","10.136.28.34","TCP","54","58095  >  2718 [FIN] Seq=1 Win=1024 Len=0"
"1288","9.626208377","192.168.126.128","10.136.28.34","TCP","54","58095  >  1035 [FIN] Seq=1 Win=1024 Len=0"
"1289","9.626310458","192.168.126.128","10.136.28.34","TCP","54","58095  >  32773 [FIN] Seq=1 Win=1024 Len=0"
"1290","9.629029733","192.168.126.128","10.136.28.34","TCP","54","58095  >  3011 [FIN] Seq=1 Win=1024 Len=0"
"1291","9.629295071","192.168.126.128","10.136.28.34","TCP","54","58095  >  4446 [FIN] Seq=1 Win=1024 Len=0"
"1292","9.629503662","192.168.126.128","10.136.28.34","TCP","54","58095  >  6669 [FIN] Seq=1 Win=1024 Len=0"
"1293","9.629606585","192.168.126.128","10.136.28.34","TCP","54","58095  >  16113 [FIN] Seq=1 Win=1024 Len=0"
"1294","9.629717202","192.168.126.128","10.136.28.34","TCP","54","58095  >  464 [FIN] Seq=1 Win=1024 Len=0"
"1295","9.629819284","192.168.126.128","10.136.28.34","TCP","54","58095  >  3168 [FIN] Seq=1 Win=1024 Len=0"
"1296","9.629921175","192.168.126.128","10.136.28.34","TCP","54","58095  >  8009 [FIN] Seq=1 Win=1024 Len=0"
"1297","9.691199555","192.168.126.128","10.136.28.34","TCP","54","58095  >  12265 [FIN] Seq=1 Win=1024 Len=0"
"1298","9.691336001","192.168.126.128","10.136.28.34","TCP","54","58095  >  5906 [FIN] Seq=1 Win=1024 Len=0"
"1299","9.693900130","192.168.126.128","10.136.28.34","TCP","54","58095  >  2605 [FIN] Seq=1 Win=1024 Len=0"
"1300","9.694137805","192.168.126.128","10.136.28.34","TCP","54","58095  >  2998 [FIN] Seq=1 Win=1024 Len=0"
"1301","9.694369229","192.168.126.128","10.136.28.34","TCP","54","58095  >  646 [FIN] Seq=1 Win=1024 Len=0"
"1302","9.694596986","192.168.126.128","10.136.28.34","TCP","54","58095  >  2046 [FIN] Seq=1 Win=1024 Len=0"
"1303","9.697546918","192.168.126.128","10.136.28.34","TCP","54","58095  >  1111 [FIN] Seq=1 Win=1024 Len=0"
"1304","9.697876947","192.168.126.128","10.136.28.34","TCP","54","58095  >  1875 [FIN] Seq=1 Win=1024 Len=0"
"1305","9.698029564","192.168.126.128","10.136.28.34","TCP","54","58095  >  1947 [FIN] Seq=1 Win=1024 Len=0"
"1306","9.700316382","192.168.126.128","10.136.28.34","TCP","54","58096  >  1198 [FIN] Seq=1 Win=1024 Len=0"
"1307","9.700435165","192.168.126.128","10.136.28.34","TCP","54","58096  >  5915 [FIN] Seq=1 Win=1024 Len=0"
"1308","9.700546474","192.168.126.128","10.136.28.34","TCP","54","58096  >  9099 [FIN] Seq=1 Win=1024 Len=0"
"1309","9.700662832","192.168.126.128","10.136.28.34","TCP","54","58095  >  27353 [FIN] Seq=1 Win=1024 Len=0"
"1310","9.703232581","192.168.126.128","10.136.28.34","TCP","54","58096  >  465 [FIN] Seq=1 Win=1024 Len=0"
"1311","9.703354490","192.168.126.128","10.136.28.34","TCP","54","58096  >  4242 [FIN] Seq=1 Win=1024 Len=0"
"1312","9.703468464","192.168.126.128","10.136.28.34","TCP","54","58096  >  705 [FIN] Seq=1 Win=1024 Len=0"
"1313","9.705997372","192.168.126.128","10.136.28.34","TCP","54","58096  >  9666 [FIN] Seq=1 Win=1024 Len=0"
"1314","9.706132144","192.168.126.128","10.136.28.34","TCP","54","58096  >  3390 [FIN] Seq=1 Win=1024 Len=0"
"1315","9.708750138","192.168.126.128","10.136.28.34","TCP","54","58096  >  1090 [FIN] Seq=1 Win=1024 Len=0"
"1316","9.708865655","192.168.126.128","10.136.28.34","TCP","54","58096  >  7800 [FIN] Seq=1 Win=1024 Len=0"
"1317","9.708970221","192.168.126.128","10.136.28.34","TCP","54","58096  >  9943 [FIN] Seq=1 Win=1024 Len=0"
"1318","9.709074477","192.168.126.128","10.136.28.34","TCP","54","58096  >  5963 [FIN] Seq=1 Win=1024 Len=0"
"1319","9.709183291","192.168.126.128","10.136.28.34","TCP","54","58095  >  3827 [FIN] Seq=1 Win=1024 Len=0"
"1320","9.711362051","192.168.126.128","10.136.28.34","TCP","54","58096  >  18101 [FIN] Seq=1 Win=1024 Len=0"
"1321","9.711480944","192.168.126.128","10.136.28.34","TCP","54","58096  >  49153 [FIN] Seq=1 Win=1024 Len=0"
"1322","9.711595219","192.168.126.128","10.136.28.34","TCP","54","58096  >  6059 [FIN] Seq=1 Win=1024 Len=0"
"1323","9.711705075","192.168.126.128","10.136.28.34","TCP","54","58096  >  1166 [FIN] Seq=1 Win=1024 Len=0"
"1324","9.712036336","192.168.126.128","10.136.28.34","TCP","54","58095  >  26214 [FIN] Seq=1 Win=1024 Len=0"
"1325","9.714712881","192.168.126.128","10.136.28.34","TCP","54","58096  >  9011 [FIN] Seq=1 Win=1024 Len=0"
"1326","9.714958722","192.168.126.128","10.136.28.34","TCP","54","58096  >  8994 [FIN] Seq=1 Win=1024 Len=0"
"1327","9.715185898","192.168.126.128","10.136.28.34","TCP","54","58096  >  3914 [FIN] Seq=1 Win=1024 Len=0"
"1328","9.715646492","192.168.126.128","10.136.28.34","TCP","54","58096  >  2003 [FIN] Seq=1 Win=1024 Len=0"
"1329","9.718581696","192.168.126.128","10.136.28.34","TCP","54","58096  >  1123 [FIN] Seq=1 Win=1024 Len=0"
"1330","9.718757055","192.168.126.128","10.136.28.34","TCP","54","58096  >  5959 [FIN] Seq=1 Win=1024 Len=0"
"1331","9.718864957","192.168.126.128","10.136.28.34","TCP","54","58096  >  1217 [FIN] Seq=1 Win=1024 Len=0"
"1332","9.718997235","192.168.126.128","10.136.28.34","TCP","54","58096  >  8010 [FIN] Seq=1 Win=1024 Len=0"
"1333","9.719112461","192.168.126.128","10.136.28.34","TCP","54","58096  >  1971 [FIN] Seq=1 Win=1024 Len=0"
"1334","9.719228289","192.168.126.128","10.136.28.34","TCP","54","58096  >  3325 [FIN] Seq=1 Win=1024 Len=0"
"1335","9.719339146","192.168.126.128","10.136.28.34","TCP","54","58096  >  5405 [FIN] Seq=1 Win=1024 Len=0"
